name,address,pname,cityname,adname,adcode,lon_gcj02,lat_gcj02,typecode,大类,中类,小类,lon_wgs84,lat_wgs84
颐和家园停车场(建祥路),建和路6-3号附近,四川省,成都市,成华区,510108,104.114647,30.674557,150904,交通设施服务,停车场,公共停车场,104.11210732,30.67695321
停车场(建设北路三段),建设北路3段10号,四川省,成都市,成华区,510108,104.112289,30.676125,150904,交通设施服务,停车场,公共停车场,104.10974808,30.678519
停车场(西林三街),0,四川省,成都市,成华区,510108,104.101097,30.698483,150904,交通设施服务,停车场,公共停车场,104.09855299,30.70086268
西南交通大学九里校区停车场,二环路北一段111号西南交通大学九里校区唐臣路附近,四川省,成都市,金牛区,510106,104.051956,30.699547,150905,交通设施服务,停车场,专用停车场,104.04947698,30.70197338
西南交通大学九里校区停车场,二环路北一段111号西南交通大学九里校区唐臣路附近,四川省,成都市,金牛区,510106,104.052925,30.699627,150905,交通设施服务,停车场,专用停车场,104.05044357,30.70205142
停车场(一环路北四段),马鞍街97号附近,四川省,成都市,金牛区,510106,104.0914,30.677769,150904,交通设施服务,停车场,公共停车场,104.08886012,30.6801591
城北客运中心,二环路北二段85号,四川省,成都市,金牛区,510106,104.0672,30.695429,150400,交通设施服务,长途汽车站,长途汽车站,104.06468819,30.69783148
成都市第二人民医院停车场,武成大街105附近,四川省,成都市,锦江区,510104,104.086884,30.659618,150904,交通设施服务,停车场,公共停车场,104.08434807,30.66201802
童子街庭苑停车场,忠烈祠西街24号,四川省,成都市,青羊区,510105,104.076004,30.666676,150905,交通设施服务,停车场,专用停车场,104.07347955,30.66908109
停车场(北站西三巷),北站西三巷13附近,四川省,成都市,金牛区,510106,104.071526,30.688049,150904,交通设施服务,停车场,公共停车场,104.06900719,30.69044933
汉庭酒店(骡马市)停车场,西玉龙街210号,四川省,成都市,青羊区,510105,104.066162,30.667379,150900,交通设施服务,停车场,停车场相关,104.06365338,30.66979572
停车场,府河大道6区附近,四川省,成都市,金牛区,510106,104.063644,30.691336,150904,交通设施服务,停车场,公共停车场,104.06113911,30.69374556
停车场(建设北路三段),建和路6号,四川省,成都市,成华区,510108,104.113739,30.674417,150904,交通设施服务,停车场,公共停车场,104.11119885,30.67681267
停车场,富森路附近,四川省,成都市,成华区,510108,104.114006,30.72049,150904,交通设施服务,停车场,公共停车场,104.11146386,30.72286426
停车场(站西巷),站西路2号,四川省,成都市,金牛区,510106,104.069138,30.695807,150904,交通设施服务,停车场,公共停车场,104.06662277,30.6982067
停车场(光明滨河路),0,四川省,成都市,成华区,510108,104.109955,30.664972,150904,交通设施服务,停车场,公共停车场,104.10741367,30.66736972
停车场(川陕立交),北三环附近,四川省,成都市,成华区,510108,104.112846,30.719177,150904,交通设施服务,停车场,公共停车场,104.11030334,30.72155116
停车场(建设北路),建和路6-3号颐和家园(东门)附近,四川省,成都市,成华区,510108,104.114822,30.674074,150904,交通设施服务,停车场,公共停车场,104.11228244,30.67647054
新风路北站(公交站),38路;1040路环线,四川省,成都市,成华区,510108,104.106979,30.689631,150700,交通设施服务,公交车站,公交车站相关,104.10443574,30.69201627
天府博览中心停车场,西华门街32号,四川省,成都市,青羊区,510105,104.064743,30.664898,150904,交通设施服务,停车场,公共停车场,104.06223717,30.66731788
停车场(建设北路三段),建祥路6附近,四川省,成都市,成华区,510108,104.113869,30.674355,150904,交通设施服务,停车场,公共停车场,104.11132892,30.67675078
停车场,暑袜南街29号,四川省,成都市,锦江区,510104,104.073448,30.655827,150900,交通设施服务,停车场,停车场相关,104.0709277,30.65823955
川信大厦停车场,人民南路2段18号,四川省,成都市,锦江区,510104,104.06572,30.651693,150904,交通设施服务,停车场,公共停车场,104.06321292,30.65411722
停车场(二环路北二段),二环路北二段164附近,四川省,成都市,金牛区,510106,104.064995,30.694166,150904,交通设施服务,停车场,公共停车场,104.06248735,30.69657221
停车场(肖家村三巷),肖家村三巷9号,四川省,成都市,金牛区,510106,104.075607,30.690214,150904,交通设施服务,停车场,公共停车场,104.07308201,30.69260882
停车场,一环路北二段101附近,四川省,成都市,金牛区,510106,104.063713,30.690115,150904,交通设施服务,停车场,公共停车场,104.06120803,30.69252502
停车场,一环路北一段259-263附近,四川省,成都市,金牛区,510106,104.064026,30.691605,150904,交通设施服务,停车场,公共停车场,104.06152034,30.69401385
停车场(一环路东三段),一环路东三段169附近,四川省,成都市,成华区,510108,104.10276,30.660477,150904,交通设施服务,停车场,公共停车场,104.10021767,30.66287421
停车场,富森路附近,四川省,成都市,成华区,510108,104.113701,30.720572,150904,交通设施服务,停车场,公共停车场,104.1111587,30.72294602
