traj_id,path,timestamp
10,"[736, 1743, 6412, 191, 6406, 2369, 6084, 1527, 6065, 2539, 2547, 6043, 954, 2289, 1235, 35, 5770, 2912, 3470, 3781, 1281, 46, 3782, 3785, 5798, 5800, 5802, 5781, 11, 118, 120, 121, 138, 183, 5572, 137, 888, 880, 5602, 5574, 2897, 1292, 587]","[1475251623, 1475251668, 1475251690, 1475251695, 1475251698, 1475251704, 1475251733, 1475251782, 1475251802, 1475251802, 1475251803, 1475251822, 1475251850, 1475251866, 1475251888, 1475251905, 1475251908, 1475251916, 1475251922, 1475251934, 1475251944, 1475251950, 1475251954, 1475251956, 1475251975, 1475252004, 1475252024, 1475252033, 1475252037, 1475252044, 1475252050, 1475252058, 1475252071, 1475252141, 1475252211, 1475252218, 1475252226, 1475252228, 1475252248, 1475252282, 1475252317, 1475252355, 1475252396]"
11,"[1548, 1551, 3192, 2153, 1174, 4599, 4595, 2968, 782, 3081, 1392, 6617, 2681, 2676, 6578]","[1475251626, 1475251641, 1475251645, 1475251670, 1475251682, 1475251683, 1475251689, 1475251701, 1475251731, 1475251765, 1475251792, 1475251806, 1475251807, 1475251808, 1475251823]"
12,"[5785, 2536, 5787, 639, 599, 4751, 3466, 2688, 74, 3381, 436, 2223]","[1475251640, 1475251641, 1475251651, 1475251684, 1475251732, 1475251747, 1475251767, 1475251787, 1475251788, 1475251803, 1475251830, 1475251847]"
13,"[5802, 5781, 11, 119, 4694, 4691, 5544, 4696, 4698, 5551, 4701, 4686, 4687, 5513, 5516, 1850, 50, 5524, 1890, 2863, 2990, 930, 1509, 1506, 1505]","[1475251642, 1475251659, 1475251666, 1475251679, 1475251697, 1475251728, 1475251748, 1475251751, 1475251752, 1475251766, 1475251792, 1475251826, 1475251841, 1475251847, 1475251862, 1475251876, 1475251908, 1475251942, 1475251968, 1475251991, 1475252021, 1475252058, 1475252086, 1475252112, 1475252126]"
14,"[5782, 3137, 611, 81, 3789, 2537, 5784, 3349, 44, 338, 2833, 3665, 6385, 3666, 6388, 6431, 3669, 3058, 1404, 6333, 6335, 2522, 1148, 6609, 1166, 1792, 1169, 1200, 4715, 1176, 1185, 1191, 1154, 1158, 4226, 4682, 1187, 4841, 1179, 4256, 4840]","[1475251692, 1475251711, 1475251724, 1475251738, 1475251752, 1475251754, 1475251756, 1475251760, 1475251765, 1475251777, 1475251798, 1475251818, 1475251857, 1475251926, 1475251954, 1475251975, 1475251978, 1475251995, 1475252023, 1475252059, 1475252086, 1475252089, 1475252090, 1475252108, 1475252136, 1475252149, 1475252156, 1475252161, 1475252166, 1475252170, 1475252174, 1475252190, 1475252232, 1475252260, 1475252287, 1475252314, 1475252334, 1475252356, 1475252356, 1475252357, 1475252367]"
15,"[977, 4722, 2199, 89, 93, 4719, 4510, 3332, 4470, 4468, 4442, 4436, 3757, 3668, 6334, 3669, 3058, 1404, 6333]","[1475251703, 1475251724, 1475251763, 1475251781, 1475251784, 1475251795, 1475251808, 1475251816, 1475251821, 1475251838, 1475251871, 1475251900, 1475251922, 1475251946, 1475251984, 1475252006, 1475252031, 1475252069, 1475252088]"
16,"[6209, 3742, 6208, 3745, 6215, 1045, 2984, 6169, 6187, 1824, 768, 6101, 6411, 6179, 2370, 6402, 733, 6425, 2376, 1814, 1747, 36, 4273, 2932, 2931, 2297, 5931, 266, 4781, 38]","[1475251706, 1475251803, 1475251882, 1475251888, 1475251916, 1475251941, 1475251953, 1475251971, 1475251984, 1475251992, 1475252001, 1475252013, 1475252025, 1475252032, 1475252048, 1475252070, 1475252085, 1475252090, 1475252094, 1475252109, 1475252241, 1475252355, 1475252390, 1475252424, 1475252440, 1475252460, 1475252484, 1475252494, 1475252514, 1475252538]"
17,"[2673, 5592, 420, 5605, 5594, 5601, 5599, 215, 5566, 5598, 123, 125, 10, 47, 5782, 3137, 611, 81, 3789, 2537, 5784, 3349, 44, 338, 2834, 2911, 2913, 5754, 1625, 2535, 6038, 2545, 2543, 6064, 2311, 956, 6399, 733, 6425, 2376, 1814, 1747, 36, 4273, 2932, 2931, 2297, 5931, 266, 4781, 38]","[1475251707, 1475251795, 1475251869, 1475251996, 1475252134, 1475252136, 1475252137, 1475252139, 1475252160, 1475252196, 1475252215, 1475252221, 1475252227, 1475252229, 1475252242, 1475252262, 1475252270, 1475252282, 1475252293, 1475252296, 1475252298, 1475252302, 1475252308, 1475252318, 1475252330, 1475252336, 1475252340, 1475252342, 1475252370, 1475252440, 1475252484, 1475252486, 1475252489, 1475252514, 1475252547, 1475252564, 1475252571, 1475252576, 1475252580, 1475252583, 1475252598, 1475252687, 1475252731, 1475252806, 1475252856, 1475252876, 1475252894, 1475252906, 1475252910, 1475252917, 1475252951]"
18,"[5773, 6037, 6035, 6032, 6576, 6596, 6577, 6593, 6580, 6582, 6590, 4903, 1025, 1404]","[1475251731, 1475251798, 1475251839, 1475251849, 1475251863, 1475251899, 1475251923, 1475251935, 1475251959, 1475251986, 1475252012, 1475252041, 1475252058, 1475252074]"
19,"[1404, 6333, 6335, 2522, 1148, 6609, 1166, 1792, 1169, 1200, 4715, 1176, 1185, 1191, 1154, 1158, 4226, 4682, 1187, 4841, 1179, 4256, 4840]","[1475251732, 1475251766, 1475251790, 1475251792, 1475251793, 1475251817, 1475251850, 1475251866, 1475251877, 1475251883, 1475251889, 1475251894, 1475251900, 1475251931, 1475251972, 1475251988, 1475252014, 1475252039, 1475252069, 1475252102, 1475252103, 1475252105, 1475252115]"
20,"[6261, 6263, 570, 6750, 623, 3416, 104, 6280, 9, 5804, 5806, 4833]","[1475251741, 1475251758, 1475251769, 1475251780, 1475251798, 1475252031, 1475252248, 1475252251, 1475252266, 1475252302, 1475252326, 1475252339]"
21,"[105, 5825, 1348, 84, 86, 87, 2646, 2644, 6027]","[1475251743, 1475251798, 1475251815, 1475251823, 1475251835, 1475251848, 1475251856, 1475251864, 1475251914]"
22,"[6119, 2106, 2870, 2860, 2989, 2988, 2861, 4120, 4138, 4135, 4124, 4142, 4082, 4110, 5726, 4139, 4086, 5731, 5736, 5734, 5739, 4806, 5741, 5742, 5420, 3438]","[1475251746, 1475251816, 1475251906, 1475251948, 1475251968, 1475251982, 1475252007, 1475252024, 1475252034, 1475252042, 1475252062, 1475252097, 1475252118, 1475252148, 1475252199, 1475252224, 1475252229, 1475252235, 1475252236, 1475252253, 1475252278, 1475252289, 1475252298, 1475252321, 1475252343, 1475252388]"
23,"[2712, 6598, 6600, 6603, 6605, 6607, 6608, 6611, 6614, 6583, 6615, 6617, 2681, 2677, 2675, 2525, 2527, 6590, 4903, 1024, 3259, 111, 6432, 6344, 6318, 1382, 114, 115, 2693, 82, 116, 5307, 5828, 4832, 6280, 9, 5804]","[1475251746, 1475251754, 1475251768, 1475251784, 1475251798, 1475251827, 1475251862, 1475251886, 1475251893, 1475251898, 1475251901, 1475251902, 1475251902, 1475251902, 1475251906, 1475251917, 1475251941, 1475251953, 1475251988, 1475252018, 1475252043, 1475252062, 1475252073, 1475252097, 1475252118, 1475252134, 1475252148, 1475252157, 1475252168, 1475252174, 1475252176, 1475252184, 1475252193, 1475252210, 1475252226, 1475252241, 1475252271]"
24,"[1875, 5467, 167, 4696, 4698, 5551, 4701, 4686, 4688, 4689, 5534, 2553, 2551, 5495, 2321, 176, 2317, 4587, 3720]","[1475251756, 1475251777, 1475251780, 1475251782, 1475251784, 1475251800, 1475251833, 1475251865, 1475251877, 1475251878, 1475251889, 1475251915, 1475251945, 1475251963, 1475251970, 1475251979, 1475251989, 1475252010, 1475252068]"
25,"[782, 3081, 1392, 6617, 2681, 2676, 6578, 2252, 4462, 2093, 2393, 2916, 2850, 199, 2390, 621, 2387, 6299, 6302, 6303, 427, 6296, 7, 105, 5826, 1348, 84, 85, 643, 4458, 6256, 6259, 3405, 569, 810, 526, 3481, 3479]","[1475251756, 1475251788, 1475251821, 1475251841, 1475251842, 1475251843, 1475251855, 1475251874, 1475251898, 1475251943, 1475251972, 1475251979, 1475251988, 1475251992, 1475251995, 1475251998, 1475252008, 1475252026, 1475252040, 1475252050, 1475252059, 1475252072, 1475252077, 1475252114, 1475252158, 1475252166, 1475252172, 1475252212, 1475252264, 1475252298, 1475252323, 1475252333, 1475252352, 1475252369, 1475252371, 1475252372, 1475252383, 1475252410]"
26,"[2259, 821, 4643, 4416, 4408, 4415, 263, 849, 4480, 4644, 5896, 5883, 3749, 4778, 5609, 4933, 5634, 1518, 1819, 5674, 4856, 2561, 2495, 6178, 2493, 2491, 2567, 2490, 2613, 2558, 2580, 2662, 1664, 6166, 4782, 2581, 1400, 2586, 5151, 5296, 2895, 1691, 1685, 1686, 6424, 31, 3207, 4730]","[1475251760, 1475251786, 1475251796, 1475251802, 1475251802, 1475251802, 1475251810, 1475251819, 1475251820, 1475251821, 1475251825, 1475251854, 1475251881, 1475251883, 1475251888, 1475251898, 1475251911, 1475251928, 1475251942, 1475251959, 1475251982, 1475252001, 1475252007, 1475252014, 1475252022, 1475252034, 1475252044, 1475252056, 1475252068, 1475252074, 1475252079, 1475252102, 1475252128, 1475252144, 1475252154, 1475252157, 1475252178, 1475252206, 1475252228, 1475252244, 1475252254, 1475252270, 1475252282, 1475252308, 1475252336, 1475252368, 1475252406, 1475252459]"
27,"[5637, 3069, 2673, 5593, 5603, 421, 5575, 881, 215, 5566, 5598, 123, 125, 10, 47, 5782, 3137, 611, 81, 3789, 2537, 5784, 3349, 44, 338, 2834, 2911, 2913, 5754, 1625, 2535, 6038, 2545, 2543, 6064, 2311, 956, 6399, 733, 6425, 2376, 1814, 1747, 36, 4273, 2932, 2931, 2297, 5931, 266, 4780, 4419, 4401, 4356]","[1475251807, 1475251819, 1475251842, 1475251897, 1475251963, 1475252074, 1475252212, 1475252216, 1475252218, 1475252238, 1475252267, 1475252282, 1475252292, 1475252297, 1475252299, 1475252310, 1475252324, 1475252334, 1475252346, 1475252359, 1475252362, 1475252364, 1475252366, 1475252372, 1475252384, 1475252396, 1475252402, 1475252407, 1475252410, 1475252437, 1475252488, 1475252512, 1475252513, 1475252514, 1475252550, 1475252599, 1475252617, 1475252624, 1475252629, 1475252634, 1475252640, 1475252656, 1475252720, 1475252770, 1475252816, 1475252850, 1475252878, 1475252900, 1475252923, 1475252941, 1475252942, 1475252973, 1475253019, 1475253046]"
28,"[4273, 2932, 2931, 2297, 5931, 266, 4781, 38]","[1475251825, 1475251859, 1475251888, 1475251907, 1475251928, 1475251946, 1475251955, 1475251978]"
29,"[4245, 1096, 1229, 1086, 4277, 4219, 4205, 4301, 6734, 4254, 4295, 6722, 4275, 4273, 2932, 2931, 2297, 5931, 266, 4781, 38]","[1475251845, 1475251855, 1475251865, 1475251871, 1475251880, 1475251896, 1475251912, 1475251957, 1475251986, 1475251987, 1475251988, 1475251999, 1475252036, 1475252101, 1475252146, 1475252166, 1475252192, 1475252212, 1475252222, 1475252240, 1475252269]"
30,"[1946, 4934, 4830, 3735, 928, 1882, 933, 5695, 3716, 748, 5682, 5680, 2940, 4108, 917]","[1475251849, 1475251871, 1475251900, 1475251936, 1475251948, 1475251969, 1475252024, 1475252061, 1475252062, 1475252063, 1475252079, 1475252108, 1475252117, 1475252127, 1475252159]"
31,"[1602, 1578, 4545, 4532, 1586, 1770, 2069, 2045, 2056, 1767, 5376, 943, 944, 4098, 5383, 5359, 1069, 1068]","[1475251851, 1475251872, 1475251881, 1475251888, 1475251899, 1475251912, 1475251932, 1475251959, 1475251982, 1475252043, 1475252094, 1475252095, 1475252097, 1475252098, 1475252120, 1475252198, 1475252253, 1475252264]"
32,"[5800, 5802, 5781, 11, 118, 120, 121, 138, 183, 5572, 137, 887, 3536, 601, 515, 5591, 564, 2670, 3070, 496, 1347, 801, 6244, 526, 3480, 353, 2180, 430, 550]","[1475251872, 1475251890, 1475251895, 1475251898, 1475251904, 1475251910, 1475251916, 1475251926, 1475252069, 1475252215, 1475252218, 1475252221, 1475252274, 1475252336, 1475252348, 1475252373, 1475252385, 1475252387, 1475252416, 1475252462, 1475252494, 1475252510, 1475252527, 1475252533, 1475252544, 1475252558, 1475252570, 1475252592, 1475252619]"
33,"[4025, 977, 4722, 2197, 2789, 1377]","[1475251884, 1475251887, 1475251919, 1475251953, 1475251977, 1475252017]"
34,"[5549, 5481, 5476, 4685, 240, 5471, 2024, 237, 3522, 234, 867, 3527, 492, 347, 418, 2033, 2511, 168, 413, 2337, 576, 2326, 372, 593, 2667, 4459, 4448, 6394, 4446, 2733, 2281, 2517]","[1475251890, 1475251932, 1475251950, 1475251951, 1475251952, 1475251968, 1475251998, 1475252039, 1475252066, 1475252069, 1475252070, 1475252078, 1475252093, 1475252106, 1475252117, 1475252140, 1475252159, 1475252172, 1475252188, 1475252196, 1475252204, 1475252210, 1475252220, 1475252244, 1475252280, 1475252303, 1475252330, 1475252354, 1475252367, 1475252393, 1475252416, 1475252435]"
35,"[4245, 1096, 1229, 1087, 1741, 4231, 3758, 6757, 6759, 1184, 4877, 1205, 1182, 6420, 6418, 1093, 1122, 1089, 1143, 6423, 4848, 4847, 1055]","[1475251893, 1475251918, 1475251936, 1475251976, 1475252007, 1475252014, 1475252032, 1475252056, 1475252068, 1475252094, 1475252113, 1475252133, 1475252154, 1475252162, 1475252170, 1475252184, 1475252194, 1475252205, 1475252220, 1475252240, 1475252256, 1475252280, 1475252303]"
36,"[4694, 4691, 5544, 4696, 4697, 232, 166, 5546, 772, 4835, 120, 122, 123, 124, 127, 5818, 5822, 5821, 105, 5825, 1348, 84, 86, 87, 2645, 2649, 6264, 3331, 4717, 131, 92, 90, 4469, 96, 130, 128, 2203, 2789, 1376]","[1475251909, 1475251924, 1475251933, 1475251934, 1475251935, 1475251936, 1475251937, 1475251946, 1475251968, 1475251984, 1475251996, 1475252004, 1475252009, 1475252012, 1475252024, 1475252065, 1475252096, 1475252163, 1475252243, 1475252262, 1475252273, 1475252279, 1475252289, 1475252298, 1475252314, 1475252327, 1475252346, 1475252376, 1475252389, 1475252392, 1475252394, 1475252396, 1475252399, 1475252404, 1475252407, 1475252412, 1475252429, 1475252460, 1475252483]"
37,"[2706, 26, 27, 134, 28, 6019, 4822, 1925, 4157, 905, 5126, 5123, 31, 3207, 4730]","[1475251939, 1475251957, 1475251963, 1475251972, 1475251984, 1475252008, 1475252029, 1475252046, 1475252064, 1475252083, 1475252107, 1475252112, 1475252140, 1475252186, 1475252238]"
38,"[403, 5114, 67, 65, 3919, 5271, 3921, 169, 1995, 573, 5655, 2671, 879, 382, 2279, 402, 2278, 4452, 2281, 2517]","[1475251954, 1475251967, 1475251992, 1475252026, 1475252049, 1475252056, 1475252072, 1475252102, 1475252128, 1475252155, 1475252181, 1475252200, 1475252220, 1475252242, 1475252260, 1475252265, 1475252278, 1475252286, 1475252295, 1475252312]"
39,"[372, 593, 2667, 4459, 4448, 6395, 99, 1290, 98, 3540, 727, 6223, 145, 97, 984, 2632, 2656, 130, 128, 2203, 2789]","[1475251987, 1475252005, 1475252029, 1475252048, 1475252073, 1475252122, 1475252164, 1475252219, 1475252239, 1475252252, 1475252257, 1475252276, 1475252296, 1475252308, 1475252317, 1475252336, 1475252353, 1475252355, 1475252362, 1475252377, 1475252409]"
40,"[4308, 1127, 4344, 4337, 4334, 4288, 4313, 1801, 3952, 1797, 4227, 4303, 4286, 4740, 894, 6710, 6715, 6718, 6688, 6719, 6721, 6724, 6727, 6656, 160, 152, 1217, 6400, 734, 6193, 6408, 6199, 6192, 6203, 6200, 222, 4774, 2574, 2612, 6174, 6175, 2565, 22, 1047, 1059, 1036, 6164, 1665, 3064, 1400, 2587, 5177, 2588, 1682, 3034, 753, 3277, 5385]","[1475251994, 1475252021, 1475252048, 1475252073, 1475252090, 1475252113, 1475252134, 1475252178, 1475252201, 1475252203, 1475252204, 1475252222, 1475252260, 1475252288, 1475252299, 1475252302, 1475252304, 1475252305, 1475252308, 1475252340, 1475252371, 1475252384, 1475252446, 1475252497, 1475252502, 1475252521, 1475252544, 1475252554, 1475252562, 1475252572, 1475252579, 1475252582, 1475252587, 1475252608, 1475252627, 1475252630, 1475252642, 1475252654, 1475252674, 1475252694, 1475252702, 1475252712, 1475252718, 1475252729, 1475252740, 1475252748, 1475252752, 1475252760, 1475252770, 1475252794, 1475252830, 1475252847, 1475252850, 1475252863, 1475252876, 1475252898, 1475252918, 1475252944]"
41,"[4275, 4272, 4268, 736, 1743, 6413, 2374, 2372, 6196, 6192, 6203, 6200, 222, 4774, 2574, 2612, 6174, 6175, 2565, 23, 3708, 4570, 4560, 3451, 3447, 4553]","[1475252021, 1475252043, 1475252045, 1475252058, 1475252090, 1475252112, 1475252124, 1475252128, 1475252129, 1475252132, 1475252153, 1475252172, 1475252176, 1475252190, 1475252206, 1475252225, 1475252248, 1475252260, 1475252272, 1475252295, 1475252316, 1475252421, 1475252541, 1475252578, 1475252620, 1475252648]"
42,"[5748, 5743, 5423, 905, 5126, 5123, 31, 3207, 4730]","[1475252040, 1475252047, 1475252051, 1475252072, 1475252095, 1475252100, 1475252133, 1475252185, 1475252248]"
43,"[5645, 5651, 5648, 5654, 2512, 3917, 3918, 2035, 581, 361, 383, 883, 1610, 2744, 2738, 552, 5249, 553, 5281, 1981, 3922, 365, 394, 3927, 561]","[1475252042, 1475252104, 1475252142, 1475252170, 1475252196, 1475252208, 1475252214, 1475252222, 1475252235, 1475252246, 1475252247, 1475252248, 1475252248, 1475252248, 1475252249, 1475252250, 1475252270, 1475252301, 1475252330, 1475252355, 1475252379, 1475252384, 1475252388, 1475252403, 1475252422]"
44,"[2259, 821, 4643, 4416, 4408, 4415, 263, 849, 4480, 4644, 5896, 5883, 3749, 4778, 5609, 4932, 4777, 2728, 6016, 2407, 4422, 4421, 4771, 4363, 4361, 4394, 4401, 4356]","[1475252062, 1475252110, 1475252119, 1475252125, 1475252125, 1475252125, 1475252132, 1475252138, 1475252139, 1475252140, 1475252144, 1475252171, 1475252197, 1475252198, 1475252204, 1475252214, 1475252230, 1475252248, 1475252266, 1475252279, 1475252282, 1475252308, 1475252332, 1475252348, 1475252391, 1475252417, 1475252453, 1475252501]"
45,"[3779, 3775, 3661, 2868, 4120, 4138, 4135, 4124, 4142, 4082, 4110, 5726, 4139, 4087, 4055, 5391, 4119, 4806, 5740, 5431, 4084, 4158, 5422, 5744]","[1475252076, 1475252086, 1475252094, 1475252135, 1475252200, 1475252211, 1475252220, 1475252240, 1475252283, 1475252310, 1475252334, 1475252372, 1475252386, 1475252387, 1475252388, 1475252404, 1475252428, 1475252446, 1475252462, 1475252483, 1475252490, 1475252492, 1475252494, 1475252502]"
46,"[4917, 5636, 4777, 2727, 4769, 4775, 731, 2260, 6762, 265, 4428, 6770, 4399, 6744, 4409, 6742, 4430, 5206, 5209, 6152, 6150]","[1475252101, 1475252120, 1475252136, 1475252151, 1475252179, 1475252205, 1475252222, 1475252250, 1475252273, 1475252282, 1475252290, 1475252327, 1475252367, 1475252384, 1475252397, 1475252429, 1475252448, 1475252486, 1475252524, 1475252532, 1475252540]"
47,"[1009, 5448, 1079, 1369, 1067, 4188, 1361, 1073, 3500, 1075]","[1475252140, 1475252164, 1475252180, 1475252189, 1475252195, 1475252206, 1475252220, 1475252237, 1475252246, 1475252254]"
48,"[6156, 5206, 5210, 5212, 5217, 5213, 863, 4371, 859, 4357, 4372, 4353, 4379, 4377, 4380, 4374, 4364, 2786, 1250, 2881, 1672]","[1475252140, 1475252207, 1475252261, 1475252272, 1475252298, 1475252313, 1475252321, 1475252340, 1475252364, 1475252368, 1475252374, 1475252380, 1475252386, 1475252394, 1475252414, 1475252440, 1475252448, 1475252453, 1475252467, 1475252499, 1475252528]"
49,"[3334, 6215, 1045, 2984, 6169, 6187, 1824, 768, 6101, 6410, 6197, 2622, 6404, 3204, 2441, 1528, 156, 2402, 1211, 6646, 150, 158, 2153, 1174, 4599, 4594, 4596, 4597, 163, 4869, 6741, 2825, 4889, 756, 761, 4887]","[1475252144, 1475252172, 1475252200, 1475252214, 1475252231, 1475252244, 1475252253, 1475252262, 1475252272, 1475252290, 1475252308, 1475252325, 1475252340, 1475252349, 1475252354, 1475252357, 1475252358, 1475252361, 1475252364, 1475252365, 1475252366, 1475252374, 1475252409, 1475252433, 1475252436, 1475252439, 1475252442, 1475252444, 1475252460, 1475252476, 1475252481, 1475252490, 1475252505, 1475252541, 1475252556, 1475252576]"
50,"[4062, 5143, 4149, 5142, 5204, 1781, 3453, 100, 2694, 2698, 5197, 4063, 5464, 4112, 2700]","[1475252147, 1475252147, 1475252148, 1475252149, 1475252151, 1475252152, 1475252152, 1475252153, 1475252170, 1475252183, 1475252190, 1475252196, 1475252200, 1475252204, 1475252212]"
51,"[1846, 2461, 244, 1840, 5476, 4685, 240, 5471, 2024, 237, 3522, 234, 867, 3527, 492, 347, 418, 2033, 2511, 168, 413, 2337, 576, 2326, 372, 593]","[1475252148, 1475252164, 1475252174, 1475252190, 1475252205, 1475252207, 1475252208, 1475252214, 1475252236, 1475252273, 1475252295, 1475252297, 1475252298, 1475252306, 1475252321, 1475252333, 1475252342, 1475252354, 1475252364, 1475252378, 1475252395, 1475252404, 1475252414, 1475252425, 1475252467, 1475252526]"
